ID,Name,Gender,Birthday,Place of Birth
82055,Junko Takeuchi,Female,1972-04-05,"Saitama, Japan"
82056,Noriaki Sugiyama,Male,1974-03-09,"Tokyo Prefecture, Japan"
110665,Namikawa Daisuke,Male,1976-04-02,Tokyo - Japan
1932,Audrey Hepburn,Female,1929-05-04,"Ixelles, Belgium"
11390,Peter O'Toole,Male,1932-08-02,"Connemara, County Galway, Ireland"
3265,Eli Wallach,Male,1915-12-07,"Brooklyn, New York, USA"
10021,Hugh Griffith,Male,1912-05-30,"Marianglas, Anglesey, Wales, UK"
29519,Charles Boyer,Male,1899-08-28,"Figeac, Lot, Midi-Pyrénées, France"
8977,Craig T. Nelson,Male,1944-04-04,"Spokane, Washington, U.S."
18686,Holly Hunter,Female,1958-03-20,"Conyers, Georgia, USA"
59361,Sarah Vowell,Female,1969-12-27,"Muskogee, Oklahoma, USA"
11662,Jason Lee,Male,1970-04-25,Orange - California - USA
112901,Hugo Silva,Male,1977-05-10,"Madrid, Spain"
19907,Belén Rueda,Female,1965-03-16,"Madrid, Spain"
566544,Aura Garrido,Female,1989-05-29,"Madrid, Madrid, Spain"
1461,George Clooney,Male,1961-05-06,"Lexington, Kentucky, USA"
5064,Meryl Streep,Female,1949-06-22,"Summit, New Jersey, USA"
17881,Jason Schwartzman,Male,1980-06-26,"Los Angeles, California, USA"
1532,Bill Murray,Male,1950-09-21,"Wilmette, Illinois, USA"
5293,Willem Dafoe,Male,1955-07-22,"Appleton, Wisconsin, USA"
68842,John Cho,Male,1972-06-16,"Seoul, South Korea"
23959,Debra Messing,Female,1968-08-15,"Brooklyn, New York, USA"
2749,James Dean,Male,1931-02-08,"Marion, Indiana, USA"
2769,Natalie Wood,Female,1938-07-20,"San Francisco, California, USA"
2770,Sal Mineo,Male,1939-01-10,"The Bronx, New York, United States"
2772,Ann Doran,Female,1911-07-28,"Amarillo, Texas, U.S."
2771,Jim Backus,Male,1913-02-25,"Cleveland, Ohio, USA"
15135,Alain Delon,Male,1935-11-08,"Sceaux, Seine, France"
37131,Bourvil,Male,1917-07-27,"Prétot-Vicquemare, Seine-Inférieure [now Seine-Maritime], France"
14276,Gian Maria Volonté,Male,1933-04-09,"Milan, Italy"
2565,Yves Montand,Male,1921-10-13,"Monsummano Terme, Pistoia, Tuscany, Italy"
35003,Paul Crauchet,Male,1920-07-14,"Béziers, France"
66761,Leon Lai,Male,1966-12-11,"Beijing, China"
43661,Takeshi Kaneshiro,Male,1973-10-11,"Taipei, Taiwan"
66762,Charlie Yeung,Female,1974-05-23,Hong Kong
62,Bruce Willis,Male,1955-03-19,"Idar-Oberstein, Germany"
4566,Alan Rickman,Male,1946-02-21,"Hammersmith, London, UK"
7674,Alexander Godunov,Male,1949-11-28,"Sakhalin, RSFSR, USSR [now Russia]"
7673,Bonnie Bedelia,Female,1948-03-25,"New York City, New York, USA"
7672,Reginald VelJohnson,Male,1952-08-16,"Queens, New York, USA"
85,Johnny Depp,Male,1963-06-09,"Owensboro, Kentucky, USA"
6193,Leonardo DiCaprio,Male,1974-11-11,"Los Angeles, California, USA"
3196,Juliette Lewis,Female,1973-06-21,"Los Angeles, California, USA"
2453,Mary Steenburgen,Female,1953-02-08,"Newport, Arkansas, USA"
1341,Donnie Yen,Male,1963-07-27,"Yuexiu District, Guangzhou, China"
20519,Simon Yam,Male,1955-03-19,Hong Kong
117760,Lynn Hung,Female,1981-10-10,"Nanjing, Jiangsu, China"
83820,Gordon Lam,Male,1967-09-21,Hong Kong
68515,Vladimir Garin,Male,1987-01-25,"Leningrad, USSR"
68517,Konstantin Lavronenko,Male,1961-04-20,"Rostov-on-Don, Russia"
68518,Nataliya Vdovina,Female,1969-01-12,"Belogorsk, Crimean Oblast, Ukrainian SSR, USSR [now Bilohirsk, Crimea, Ukraine]"
37632,Eddie Redmayne,Male,1982-01-06,"London, England, UK"
227454,Alicia Vikander,Female,1988-10-03,"Gothenburg, Västra Götalands län, Sweden"
73381,Matthias Schoenaerts,Male,1977-12-08,"Antwerp, Belgium"
17064,Ben Whishaw,Male,1980-10-14,"Clifton, Bedfordshire, England, UK"
8197,Sebastian Koch,Male,1962-05-31,"Karlsruhe, Germany"
85,Johnny Depp,Male,1963-06-09,"Owensboro, Kentucky, USA"
1920,Winona Ryder,Female,1971-10-29,"Winona, Minnesota, USA"
1902,Dianne Wiest,Female,1948-03-28,Kansas City - Missouri - USA
1903,Alan Arkin,Male,1934-03-26,"New York City, New York, USA"
1904,Anthony Michael Hall,Male,1968-04-14,"Boston, Massachusetts, USA"
36662,Carey Mulligan,Female,1985-05-28,"Westminster, London, England"
76512,Jason Clarke,Male,1969-07-17,"Winton, Queensland, Australia"
1115984,Jason Mitchell,Male,1987-01-01,"New Orleans, Louisiana, USA"
84933,Mary J. Blige,Female,1971-01-11,"The Bronx, New York, Stato di New York, Stati Uniti"
9828,Garrett Hedlund,Male,1984-09-03,"Roseau, Minnesota, USA"
14821,Fernando Rey,Male,1917-09-20,"A Coruña, Galicia, Spain"
3508,Delphine Seyrig,Female,1932-04-10,"Beirut, Lebanon"
24684,Paul Frankeur,Male,1905-06-29,"Paris, France"
38341,Bulle Ogier,Female,1939-08-09,"Boulogne-Billancourt, Seine [now Hauts-de-Seine], France"
19092,Stéphane Audran,Female,1932-11-08,"Versailles, Seine-et-Oise, France"
55912,Diego Abatantuono,Male,1955-05-20,"Milano, Italy"
106350,Giuseppe Cederna,Male,1957-05-25,Roma
71296,Ugo Conti,Male,1955-03-30,Milan - Lombardy - Italy
55914,Claudio Bisio,Male,1957-03-19,"Novi Ligure, Italy"
70132,Akira Terao,Male,1947-05-18,"Kanagawa, Japan"
72605,Mitsuko Baisho,Female,1946-11-22,"Ibaraki, Japan"
72606,Toshie Negishi,Female,1954-02-03,"Tokyo, Japan"
72607,Mieko Harada,Female,1958-12-26,"Tokyo, Japan"
1619,Chow Yun-Fat,Male,1955-05-18,"Lamma Island, Hong Kong"
1337,Tony Leung Chiu-Wai,Male,1962-06-27,Hong Kong
66717,Anthony Wong,Male,1961-09-02,Hong Kong
70590,Teresa Mo,Female,1959-11-05,Hong Kong
78350,Yuki Amami,Female,1967-08-08,"Taito, Tokyo, Japan"
21171,Gérard Jugnot,Male,1951-05-04,"Paris, France"
7693,François Berléand,Male,1952-04-22,"Paris, France"
22306,Kad Merad,Male,1964-03-27,"Sidi Bel Abbes, Algeria"
43998,Jean-Paul Bonnaire,Male,1943-10-03,"Chaux, France"
19073,Francine Racette,Female,1947-09-23,"Joliette, Québec, Canada"
1003,Jean Reno,Male,1948-07-30,"Casablanca, Morocco"
19119,Mélanie Laurent,Female,1983-02-21,"Paris, France"
126386,Raphaëlle Agogué,Female,1981-12-27,"Nîmes, France"
4529,Sylvie Testud,Female,1971-01-17,"Lyon, Rhône, France"
4483,Dustin Hoffman,Male,1937-08-08,"Los Angeles, California, USA"
6450,Faye Dunaway,Female,1941-01-14,"Bascom, Florida, USA"
1936,Martin Balsam,Male,1919-11-04,"Bronx, New York, USA"
58661,Richard Mulligan,Male,1932-11-13,"New York City, New York, USA"
6807,Sam Rockwell,Male,1968-11-05,"Daly City, California"
1979,Kevin Spacey,Male,1959-07-26,"South Orange, New Jersey, USA"
115146,Dominique McElligott,Female,1986-03-05,Dublin - Ireland
8724,Errol Flynn,Male,1909-06-20,"Hobart, Tasmania, Australia"
8725,Olivia de Havilland,Female,1916-07-01,"Tokyo, Japan"
8727,Basil Rathbone,Male,1892-06-13,"Johannesburg, South African Republic"
4113,Claude Rains,Male,1889-11-10,"Clapham, London, England, UK"
8726,Patric Knowles,Male,1911-11-11,"Horsforth, Yorkshire, England, UK"
24476,Pierre Brasseur,Male,1905-12-22,"Paris, France"
15385,Alida Valli,Female,1921-05-31,"Pola, Istria, Italy [now Pula, Istria, Croatia]"
27980,Edith Scob,Female,1937-10-21,"Paris, France"
128484,François Guérin,Male,1927-12-12,"Paris, France"
24300,Juliette Mayniel,Female,1936-01-22,"Saint-Hippolyte, France"
9777,Cuba Gooding Jr.,Male,1968-01-02,"Bronx, New York, USA"
55314,Kimberly Elise,Female,1967-04-17,"Minneapolis, Minnesota, United States"
53923,Aunjanue Ellis,Female,1969-02-21,"San Francisco, California, USA"
509344,Luca Marinelli,Male,1984-10-22,"Rome, Italy"
27272,Ennio Fantastichini,Male,1955-02-20,"Gallese, Viterbo"
1413811,Elena Radonicich,Female,1985-02-05,"Moncalieri, Piedmont, Italy"
1010113,Davide Iacopini,Male,1984-01-01,"Genoa, Liguria, Italy"
10017,Charlton Heston,Male,1923-10-04,"Wilmette, Illinois, USA"
14528,Yul Brynner,Male,1920-07-11,"Vladivostok, Russia"
10606,Anne Baxter,Female,1923-05-07,"Michigan City, Indiana, USA"
13566,Edward G. Robinson,Male,1893-12-12,"Bucharest, Romania"
41240,Yvonne De Carlo,Female,1922-09-01,"Vancouver, British Columbia, Canada"
8349,Martin Sheen,Male,1940-08-03,"Dayton, Ohio, USA"
5606,Sissy Spacek,Female,1949-12-25,"Quitman, Texas, USA"
33060,Ramon Bieri,Male,1929-06-16,"Hartford, Connecticut, USA"
8255,Warren Oates,Male,1928-07-05,"Depoy, Kentucky, USA"
33059,Alan Vint,Male,1944-11-11,"Tulsa, Oklahoma, USA"
1205,Richard Gere,Male,1949-08-31,"Philadelphia, Pennsylvania, USA"
69054,Brooke Adams,Female,1949-02-08,"New York City, New York, USA"
9880,Sam Shepard,Male,1943-11-05,"Fort Sheridan, Illinois, USA"
2096,Robert J. Wilke,Male,1914-05-18,Cincinnati - Ohio - USA
111690,Takako Matsu,Female,1977-06-10,"Tokyo, Japan"
124402,Masaki Okada,Male,1989-08-15,"Tokyo, Japan"
559416,Mana Ashida,Female,2004-06-23,"Nishinomiya, Hyōgo Prefecture, Japan"
18197,Anna Karina,Female,1940-09-22,"Copenhagen, Denmark"
1958,Claude Brasseur,Male,1936-06-15,"Neuilly-sur-Seine, Hauts-de-Seine, France"
17578,Sami Frey,Male,1937-10-13,"Paris, France"
8789,Mathieu Amalric,Male,1965-10-25,"Neuilly-sur-Seine, Hauts-de-Seine, France"
8925,Emmanuelle Seigner,Female,1966-06-22,"Paris, France"
8791,Marie-Josée Croze,Female,1970-02-23,"Montreal, Quebec, Canada"
7276,Anne Consigny,Female,1963-05-25,"Alençon, Orne, France"
56934,Wiley Wiggins,Male,1976-11-06,"Austin, Texas, USA"
6163,Adam Goldberg,Male,1970-10-25,"Santa Monica, California, USA"
569,Ethan Hawke,Male,1970-11-06,"Austin, Texas, USA"
1146,Julie Delpy,Female,1969-12-21,"Paris, France"
57970,Alex Jones,Male,1974-02-11,"Dallas, Texas, USA"
9126,Edward Fox,Male,1937-04-13,"London, England, UK"
2369,Michael Lonsdale,Male,1931-05-24,"Paris, France"
39491,Olga Georges-Picot,Female,1940-01-06,"Shanghai, China"
3508,Delphine Seyrig,Female,1932-04-10,"Beirut, Lebanon"
39955,Eric Porter,Male,1928-04-08,"Shepard's Bush, London, UK"
1844,Til Schweiger,Male,1963-12-19,"Freiburg im Breisgau, Germany"
26532,Dieter Hallervorden,Male,1935-09-05,"Dessau, Germany"
1852,Jan Josef Liefers,Male,1964-08-08,"Dresden, Germany"
49018,Jeanette Hain,Female,1969-02-18,"Munich, Germany"
6598,Katharine Hepburn,Female,1907-05-12,"Hartford, Connecticut, USA"
2638,Cary Grant,Male,1904-01-18,"Horfield, Bristol, England, UK"
2436,Charles Ruggles,Male,1886-02-08,"Los Angeles, California, USA"
13819,Walter Catlett,Male,1889-02-04,"San Francisco, California, USA"
13820,Barry Fitzgerald,Male,1888-03-10,"Dublin, Ireland"
13240,Mark Wahlberg,Male,1971-06-05,"Boston, Massachusetts, USA"
1231,Julianne Moore,Female,1960-12-03,"Fayetteville, North Carolina, USA"
16475,Burt Reynolds,Male,1936-02-11,"Lansing, Michigan, USA"
1896,Don Cheadle,Male,1964-11-29,"Kansas City, Missouri, USA"
4764,John C. Reilly,Male,1965-05-24,"Chicago, Illinois, USA"
3894,Christian Bale,Male,1974-01-30,"Haverfordwest, Pembrokeshire, Wales, UK"
3895,Michael Caine,Male,1933-03-14,"Rotherhithe, London, England, UK"
3896,Liam Neeson,Male,1952-06-07,"Ballymena, County Antrim, Northern Ireland, UK"
3897,Katie Holmes,Female,1978-12-18,"Toledo, Ohio, USA"
64,Gary Oldman,Male,1958-03-21,"New Cross, London, England, UK"
20664,Kouichi Yamadera,Male,1961-06-17,"Shiogama, Miyagi Prefecture, Japan"
68916,Unsho Ishizuka,Male,1951-05-16,"Katsuyama, Fukui Prefecture, Japan"
68917,Aoi Tada,Female,1981-07-03,Tokyo - Japan
40325,Megumi Hayashibara,Female,1967-03-30,"Tokyo, Japan"
955,Penélope Cruz,Female,1974-04-28,"Madrid, Spain"
953,Cecilia Roth,Female,1958-08-08,"Buenos Aires, Argentina"
954,Marisa Paredes,Female,1946-04-03,"Madrid, Spain"
958,Candela Peña,Female,1973-07-14,"Gavà, Barcelona, Catalonia, Spain"
1350,Irène Jacob,Female,1966-07-15,"Suresnes, France"
17888,Halina Gryglaszewska,Female,1917-06-13,"Kharkov, Russian Empire [now Kharkiv, Ukraine]"
1142,Philippe Volter,Male,1959-03-23,"Uccle, Belgique"
17896,Guillaume de Tonquédec,Male,1966-10-18,"Paris, France"
97561,William Finley,Male,1942-09-20,"Manhattan, New York City, New York, USA"
35040,Paul Williams,Male,1940-09-19,Bennington - Nebraska - USA
69055,Jessica Harper,Female,1949-10-10,"Chicago, Illinois, USA"
26283,Gerrit Graham,Male,1949-11-27,"New York City, New York, USA"
10872,Patton Oswalt,Male,1969-01-27,Portsmouth - Virginia - USA
65,Ian Holm,Male,1931-09-12,"Goodmayes, Essex, England, UK"
7962,Lou Romano,Male,1972-04-15,"San Diego, California"
6197,Brian Dennehy,Male,1938-07-09,"Bridgeport, Connecticut, USA"
21198,Peter Sohn,Male,1975-06-21,"Bronx, New York, USA"
122851,Elsie Fisher,Female,2003-04-03,"Riverside, California, Stati Uniti"
52419,Josh Hamilton,Male,1969-06-09,"New York City, New York, USA"
1375796,Emily Robinson,Female,1998-10-18,"New York City, New York, United States"
6251,Karlheinz Böhm,Male,1928-03-16,"Darmstadt, Germany"
68422,Moira Shearer,Female,1926-01-17,"Dunfermline, Fife, Scotland, UK"
8227,Anna Massey,Female,1937-08-11,"Thakeham, West Sussex, England, UK"
30141,Maxine Audley,Female,1923-04-29,"London, England"
11207,David Thewlis,Male,1963-03-20,"Blackpool, Lancashire, England, UK"
80366,Lesley Sharp,Female,1960-04-03,"Manchester, Lancashire, England, UK"
1641,Katrin Cartlidge,Female,1961-05-15,"London, England"
58090,Greg Cruttwell,Male,1962-01-01,London - England - UK
42641,Claire Skinner,Female,1965-01-01,"Hemel Hempstead, Hertfordshire, England, UK"
14277,Klaus Kinski,Male,1926-10-18,"Zoppot, Free City of Danzig [now Sopot, Pomorskie, Poland]"
20546,Helena Rojo,Female,1944-08-18,"Mexico City, Distrito Federal, Mexico"
20548,Ruy Guerra,Male,1931-08-22,"Maputo, Moçambique"
50,Catherine Deneuve,Female,1943-10-22,"Paris, France"
18809,Françoise Dorléac,Female,1942-03-21,"Paris, France"
20030,Jacques Perrin,Male,1941-07-13,"Paris, France"
24880,George Chakiris,Male,1934-09-16,"Norwood, Ohio, USA"
1205,Richard Gere,Male,1949-08-31,"Philadelphia, Pennsylvania, USA"
819,Edward Norton,Male,1969-08-18,"Boston, Massachusetts, USA"
350,Laura Linney,Female,1964-02-05,"New York City, New York, USA"
4251,John Mahoney,Male,1940-06-20,"Blackpool, Lancashire, England, UK"
3910,Frances McDormand,Female,1957-06-23,"Chicago, Illinois, USA"
7124,Ray Milland,Male,1907-01-03,"Neath, Glamorgan, Wales, UK"
20391,Jane Wyman,Female,1917-01-05,"St. Joseph, Missouri, USA"
101490,Phillip Terry,Male,1909-03-07,"San Francisco, California, USA"
79247,Howard Da Silva,Male,1909-05-04,"Cleveland, Ohio, USA"
79248,Doris Dowling,Female,1923-05-15,"Detroit, Michigan, USA"
1158,Al Pacino,Male,1940-04-25,"New York City, New York, USA"
56780,Cornelia Sharpe,Female,1943-10-18,"Selma, Alabama, USA"
81051,Tahar Rahim,Male,1981-07-04,"Belfort, France"
17498,Niels Arestrup,Male,1949-02-08,"Montreuil, Seine [now Seine-Saint-Denis], France"
89626,Reda Kateb,Male,1977-07-27,"Ivry-sur-Seine, France"
101,Leonor Watling,Female,1975-07-28,"Madrid, Spain"
398,Rosario Flores,Female,1963-11-04,"Madrid, Spain"
1610,Javier Cámara,Male,1967-01-19,"La Rioja, Spain"
3618,Darío Grandinetti,Male,1959-03-05,"Rosario, Santa Fe, Argentina"
10980,Daniel Radcliffe,Male,1989-07-23,"Hammersmith, London, England, UK"
10989,Rupert Grint,Male,1988-08-24,"Harlow, Essex, England, UK"
10990,Emma Watson,Female,1990-04-15,"Paris, France"
10993,Tom Felton,Male,1987-09-22,"Kensington, London, England, UK"
5658,Michael Gambon,Male,1940-10-19,"Cabra, Dublin, Ireland"
1666,Julie Christie,Female,1941-04-14,"Chabua, Assam, India"
400,Geraldine Chaplin,Female,1944-07-31,"Santa Monica, California, United States"
522,Rod Steiger,Male,1925-04-14,"Westhampton, New York, USA"
12248,Alec Guinness,Male,1914-04-02,"Marylebone, London, England, UK"
72590,Ariane Ascaride,Female,1954-10-10,"Marseilles, France"
1385600,Noémie Merlant,Female,1988-11-27,"Paris, France"
7280,Geneviève Mnich,Female,1942-02-19,"Cuffies, Aisne, France"
94185,Shailene Woodley,Female,1991-11-15,"Simi Valley, California, USA"
1159982,Ansel Elgort,Male,1994-03-14,"Manhattan, New York, USA"
232006,Nat Wolff,Male,1994-12-17,"Los Angeles, California, USA"
4784,Laura Dern,Female,1967-02-10,"Los Angeles, California, USA"
131006,Sam Trammell,Male,1969-01-29,"New Orleans, Louisiana, USA"
16855,Mandy Moore,Female,1984-04-10,"Nashua, New Hampshire, USA"
81295,Shane West,Male,1978-06-10,"Baton Rouge, Louisiana, USA"
9979,Peter Coyote,Male,1941-10-10,"Manhattan, New York City, New York, USA"
589,Daryl Hannah,Female,1960-12-03,"Chicago, Illinois, USA"
37014,Lauren German,Female,1978-11-29,"Huntington Beach, California, USA"
1920,Winona Ryder,Female,1971-10-29,"Winona, Minnesota, USA"
11701,Angelina Jolie,Female,1975-06-04,"Los Angeles, California, USA"
20387,Clea DuVall,Female,1977-09-25,"Los Angeles, California, USA"
328,Brittany Murphy,Female,1977-11-10,"Atlanta, Georgia, USA"
32798,Elisabeth Moss,Female,1982-07-24,"Los Angeles, California, USA"
9609,Aleksandr Antonov,Male,1898-02-13,"Moscow, Russian Empire"
9610,Владимир Барский,Male,1866-03-15,Российская Империя
9607,Grigori Aleksandrov,Male,1903-01-23,"Yekaterinburg, Russian Empire"
2922,Boris Karloff,Male,1887-11-23,"Camberwell, London, England, UK"
2926,Elsa Lanchester,Female,1902-10-28,"Lewisham, London, England, UK"
2923,Colin Clive,Male,1900-01-20,"Saint-Malo, Brittany, France"
2924,Valerie Hobson,Female,1917-04-14,"Larne, Northern Ireland"
2925,Ernest Thesiger,Male,1879-01-15,"Chelsea, London, England, UK"
14298,Margaret Lockwood,Female,1916-09-15,"Karachi, British India"
7640,Michael Redgrave,Male,1908-03-20,"Bristol, Gloucestershire, England"
14299,Dame May Whitty,Female,1865-06-19,"Liverpool, England, UK"
2092,Paul Lukas,Male,1894-05-26,"Budapest, Austria-Hungary [now Hungary]"
2227,Nicole Kidman,Female,1967-06-20,"Honolulu, Hawaii, USA"
3061,Ewan McGregor,Male,1971-03-31,"Perth, Scotland, UK"
5723,John Leguizamo,Male,1964-07-22,"Bogotá, Colombia"
388,Jim Broadbent,Male,1949-05-24,"Lincoln, Lincolnshire, England, UK"
12206,Richard Roxburgh,Male,1962-01-01,"Albury, New South Wales, Australia"
4756,Matthew Broderick,Male,1962-03-21,"New York City, New York, USA"
2394,Alan Ruck,Male,1956-07-01,Cleveland - Ohio - USA
29091,Mia Sara,Female,1967-06-19,"Brooklyn Heights, New York, USA"
4004,Jeffrey Jones,Male,1946-09-28,"Buffalo, New York, USA"
722,Jennifer Grey,Female,1960-03-26,"New York, USA"
380,Robert De Niro,Male,1943-08-17,"Greenwich Village, New York City, New York, USA"
16927,Gérard Depardieu,Male,1948-12-27,"Châteauroux, Indre, France"
24590,Dominique Sanda,Female,1948-03-11,"Paris, France"
34027,Stefania Sandrelli,Female,1946-06-05,"Viareggio, Toscana, Italy"
94011,Bill Melendez,Male,1916-11-15,"Hermosillo, Sonora, Mexico"
8977,Craig T. Nelson,Male,1944-04-04,"Spokane, Washington, U.S."
18686,Holly Hunter,Female,1958-03-20,"Conyers, Georgia, USA"
59361,Sarah Vowell,Female,1969-12-27,"Muskogee, Oklahoma, USA"
1642,Jean-Marc Barr,Male,1960-09-27,"Bitburg, Rhineland-Palatinate, Germany"
1003,Jean Reno,Male,1948-07-30,"Casablanca, Morocco"
2165,Rosanna Arquette,Female,1959-08-10,"New York City, New York, USA"
2166,Sergio Castellitto,Male,1953-08-18,"Roma, Lazio, Italia"
15140,Terence Hill,Male,1939-03-29,"Venice, Veneto, Italy"
18841,Bud Spencer,Male,1929-10-31,Napoli - Campania - Italy
227037,Dan Sturkie,Male,1924-01-05,Lexington - South Carolina - USA
32370,Gisela Hahn,Female,1943-05-13,"Briesen, Sudetenland, Germany [now Brezno, Slovakia]"
3223,Robert Downey Jr.,Male,1965-04-04,"Manhattan, New York, USA"
16828,Chris Evans,Male,1981-06-13,"Sudbury, Massachusetts, USA"
103,Mark Ruffalo,Male,1967-11-22,"Kenosha, Wisconsin, USA"
74568,Chris Hemsworth,Male,1983-08-11,"Melbourne, Victoria, Australia"
1245,Scarlett Johansson,Female,1984-11-22,"New York City, New York, USA"
17141,Greg Kinnear,Male,1963-06-17,Logansport - Indiana - USA
3051,Toni Collette,Female,1972-11-01,"Sydney, New South Wales, Australia"
4495,Steve Carell,Male,1962-08-16,"Concord, Massachusetts, USA"
17142,Paul Dano,Male,1984-06-19,"New York City, New York, USA"
17140,Abigail Breslin,Female,1996-04-14,"New York City, New York, USA"
10017,Charlton Heston,Male,1923-10-04,"Wilmette, Illinois, USA"
7505,Roddy McDowall,Male,1928-09-17,"Studio City, California, USA"
10539,Kim Hunter,Female,1922-11-12,"Detroit, Michigan, USA"
12023,Maurice Evans,Male,1901-06-03,"Dorchester, Dorset, England, UK"
10692,Michael Pitt,Male,1981-04-10,"West Orange, New Jersey, United States"
222330,Brit Marling,Female,1983-08-07,"Chicago, Illinois, USA"
469759,Astrid Bergès-Frisbey,Female,1986-05-26,"Barcelona, Barcelona, Catalonia, Spain"
215055,Steven Yeun,Male,1983-12-21,"Seoul, South Korea"
128645,Archie Panjabi,Female,1972-05-31,"Edgware, Middlesex, England, UK"
10980,Daniel Radcliffe,Male,1989-07-23,"Hammersmith, London, England, UK"
10989,Rupert Grint,Male,1988-08-24,"Harlow, Essex, England, UK"
10990,Emma Watson,Female,1990-04-15,"Paris, France"
5658,Michael Gambon,Male,1940-10-19,"Cabra, Dublin, Ireland"
5469,Ralph Fiennes,Male,1962-12-22,"Ipswich, Suffolk, England, UK"
2888,Will Smith,Male,1968-09-25,"Philadelphia, Pennsylvania, U.S.A."
5916,Rosario Dawson,Female,1979-05-09,"New York City, New York, USA"
70304,Sarah Jane Morris,Female,1977-04-12,Memphis - Tennessee - USA
57755,Woody Harrelson,Male,1961-07-23,"Midland, Texas, USA"
8177,Michael Ealy,Male,1973-08-03,"Washington, D.C., USA"
1142720,Thomas Mann,Male,1991-09-27,"Portland, Oregon, USA"
1394670,RJ Cyler,Male,1995-03-20,"Jacksonville, Florida, USA"
1173984,Olivia Cooke,Female,1993-12-27,"Oldham, Greater Manchester, England, UK"
86310,Connie Britton,Female,1967-03-06,"Boston, Massachusetts, USA"
17039,Nick Offerman,Male,1970-06-26,"Joliet, Illinois, USA"
5341,Richard Burton,Male,1925-11-10,"Pontrhydyfen, Wales, UK"
190,Clint Eastwood,Male,1930-05-31,"San Francisco, California, USA"
67916,Mary Ure,Female,1933-02-18,"Glasgow, Scotland, UK"
67917,Patrick Wymark,Male,1926-07-11,"Lincolnshire, England"
39741,Michael Hordern,Male,1911-10-03,"Berkhamsted, Hertfordshire, England, UK"
9560,Ellen Burstyn,Female,1932-12-07,"Detroit, Michigan, USA"
2201,Max von Sydow,Male,1929-04-10,"Lund, Skåne län, Sweden"
37366,Linda Blair,Female,1959-01-22,"St. Louis, Missouri, USA"
5248,Lee J. Cobb,Male,1911-12-08,"New York City, New York, USA"
1243,Woody Allen,Male,1935-12-01,"The Bronx, New York City, New York, USA"
2641,Martin Landau,Male,1928-06-20,"Brooklyn, New York, USA"
5657,Anjelica Huston,Female,1951-07-08,"Santa Monica, California, USA"
20747,Joanna Gleason,Female,1950-06-02,"Toronto, Ontario,  Canada"
21278,Alan Alda,Male,1936-01-28,"New York City, New York USA"
3317,Takeshi Kitano,Male,1947-01-18,"Tokyo, Japan"
13257,Yûko Daike,Female,1971-08-09,"Kōchi, Japan"
70336,Won Bin,Male,1977-11-10,"Jeongseon County, Gangwon Province, South Korea"
144591,Kim Sae-ron,Female,2000-07-31,South Korea
84093,Liesel Matthews,Female,1984-03-14,"Chicago, Illinois, USA"
45453,Eleanor Bron,Female,1938-03-14,"Stanmore, Middlesex, England, UK"
15498,Liam Cunningham,Male,1961-06-02,"East Wall, Dublin, Republic of Ireland"
34407,Rusty Schwimmer,Female,1962-08-25,"Chicago, Illinois, USA"
738,Sean Connery,Male,1930-08-25,"Fountainbridge, Edinburgh, Scotland, UK"
3895,Michael Caine,Male,1933-03-14,"Rotherhithe, London, England, UK"
290,Christopher Plummer,Male,1929-12-13,"Toronto, Ontario, Canada"
11852,Saeed Jaffrey,Male,1929-01-08,"Maler Kotla, Punjab, India"
14754,Doghmi Larbi,Male,1930-01-01,"Rabat, French Protectorate in Morocco [now Morocco]"
87637,Masami Nagasawa,Female,1987-06-03,"Iwata, Shizuoka Prefecture, Japan"
548758,Keiko Takeshita,Female,1953-09-15,"Nagoya, Aichi, Japan"
20330,Yuriko Ishida,Female,1969-10-03,"Nagoya, Aichi Prefecture, Japan"
5344,Meg Ryan,Female,1961-11-19,"Fairfield, Connecticut, USA"
3036,John Cusack,Male,1966-06-28,"Evanston, Illinois, USA"
1062,Christopher Lloyd,Male,1938-10-22,"Stamford, Connecticut, USA"
14730,Angela Lansbury,Female,1925-10-16,"Poplar, London, England, UK"
5587,Hank Azaria,Male,1964-04-25,"Queens, New York, USA"
126478,Kim Hye-ja,Female,1941-09-15,Seoul - South Korea
70336,Won Bin,Male,1977-11-10,"Jeongseon County, Gangwon Province, South Korea"
1299287,Jin Goo,Male,1980-07-20,"Seoul, South Korea"
141541,Yoon Je-moon,Male,1970-03-09,"Seoul, South Korea"
3635,Elizabeth Taylor,Female,1932-02-27,"Hampstead, London, England, UK"
18735,Rock Hudson,Male,1925-11-17,"Winnetka, Illinois, USA"
2749,James Dean,Male,1931-02-08,"Marion, Indiana, USA"
14701,Carroll Baker,Female,1931-05-28,"Johnstown, Pennsylvania, USA"
18736,Jane Withers,Female,1926-04-12,"Atlanta, Georgia, USA"
1844,Til Schweiger,Male,1963-12-19,"Freiburg im Breisgau, Germany"
1852,Jan Josef Liefers,Male,1964-08-08,"Dresden, Germany"
1853,Thierry van Werveke,Male,1958-10-23,"Geneva, Switzerland"
677,Moritz Bleibtreu,Male,1971-08-13,"Munich, Germany"
1854,Huub Stapel,Male,1954-12-02,"Tegelen, Limburg, Netherlands"
193,Gene Hackman,Male,1930-01-30,"San Bernardino, California, USA"
5293,Willem Dafoe,Male,1955-07-22,"Appleton, Wisconsin, USA"
